strategy,ticker,target_weight,entry_price,shares,entry_value,last_price,last_value,created_at,updated_at
V13_defensive,MU,0.0533333333333333,949.0,0.5619950825430279,533.3333333333335,903.5399780273438,507.78502453240264,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,STX,0.0533333333333333,874.6199951171875,0.6097886354197446,533.3333333333335,831.469970703125,507.0209388275536,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,NUE,0.0533333333333333,253.7400054931641,2.1018890273008286,533.3333333333335,255.14999389648438,536.2969724868939,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,GNRC,0.0533333333333333,266.0,2.0050125313283216,533.3333333333335,247.99000549316406,497.2230686579733,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,FIX,0.0533333333333333,1805.9449462890625,0.2953209257177252,533.3333333333335,1755.135009765625,518.3280958435731,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,JBHT,0.0533333333333333,286.20001220703125,1.8634986393625,533.3333333333335,284.3699951171875,529.9230989763996,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,SATS,0.0533333333333333,112.97899627685548,4.72064145468595,533.3333333333335,117.5999984741211,555.1474278679405,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,VTRS,0.0533333333333333,16.079999923706055,33.16749601143113,533.3333333333335,16.06999969482422,533.0016507817818,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,STLD,0.0533333333333333,266.0599975585937,2.004560393246936,533.3333333333335,274.510009765625,550.2718931260015,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,HAL,0.0533333333333333,40.01599884033203,13.328002518727288,533.3333333333335,40.1349983215332,534.91935871851,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,TRGP,0.0533333333333333,266.125,2.0040707687490222,533.3333333333335,273.5400085449219,548.1935352082357,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,APA,0.0533333333333333,37.2599983215332,14.313831383752662,533.3333333333335,38.249900817871094,547.5026307522699,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,STT,0.0533333333333333,162.73500061035156,3.277311772716509,533.3333333333335,163.19000244140625,534.8245161908566,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,HST,0.0533333333333333,24.770000457763672,21.53142202168069,533.3333333333335,24.299999237060547,523.2135386996695,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,GLD,0.0499999999999999,398.6400146484375,1.2542644532083709,499.9999999999994,374.5299987792969,469.7596641290466,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
V13_defensive,TLT,0.0399999999999999,85.2300033569336,4.693182966623204,399.99999999999926,85.18000030517578,399.7653265292103,2026-06-08 13:43:34 UTC,2026-06-11 13:37:34 UTC
