,date,timestamp,strategy,initial_value,current_value,return,num_positions,saved_timestamp,plot_time
0,2026-06-08,2026-06-08 16:38:29 UTC,SPY_benchmark_for_V12,10000,9982.835363867032,-0.0017164636132968,1,2026-06-08 16:38:31 UTC,2026-06-08T16:38:31.000Z
1,2026-06-08,2026-06-08 16:38:29 UTC,SPY_benchmark_for_V13,10000,9982.835363867032,-0.0017164636132968,1,2026-06-08 16:38:31 UTC,2026-06-08T16:38:31.000Z
2,2026-06-08,2026-06-08 16:38:29 UTC,V12_champion,9999.999999999998,10098.114829414952,0.0098114829414954,20,2026-06-08 16:38:31 UTC,2026-06-08T16:38:31.000Z
3,2026-06-08,2026-06-08 16:38:29 UTC,V13_defensive,10000.000000000002,10017.345834765983,0.0017345834765982,19,2026-06-08 16:38:31 UTC,2026-06-08T16:38:31.000Z
